"n","p","matrix_gb","mean_seconds_mfscreen","sd_seconds_mfscreen","mean_seconds_mfscreen","sd_seconds_mfscreen","speedup"
10000,1000,0.0745058059692383,0.01340625,0.000110800657553484,0.001306640625,2.79352477919291e-05,10.2600896860987
10000,10000,0.745058059692383,0.142399999999999,0.00089442719099942,0.0121125000000001,0.000135496771179224,11.7564499484002
10000,5000,0.372529029846191,0.0699375000000001,0.000678101340930337,0.00617578125,0.000171925723034895,11.3244781783681
100000,1000,0.745058059692383,0.1396,0.00482700735445846,0.0121625,0.000129602758458317,11.4779033915725
100000,10000,7.45058059692383,1.43666666666667,0.00351188458427943,0.0954999999999989,0.000499999999998835,15.0436300174522
100000,5000,3.72529029846191,0.708666666666664,0.00152752523164839,0.0496666666666658,0.00125830573921074,14.2684563758391
50000,1000,0.372529029846191,0.0682500000000001,0.000377964473009102,0.00609765625,0.000128779361249874,11.1928251121076
50000,10000,3.72529029846191,0.715000000000001,4.10257077574402e-15,0.0508333333333333,0.00150692844333638,14.0655737704918
50000,5000,1.86264514923096,0.355,0.00234520787991269,0.0275,0.00039528470752125,12.9090909090909
